Report Month,Continent,Country,Country Code,Language Name,Language Code,Is Sign Language,Is ISO Recognized,First Language Population,First Language Population Group,Language EGIDS,EGIDS Group,EGIDS Has Data Support,All Access Population,All Access Status,All Access Chapter Goal,Eligible For ETEN Funding,All Access Chapters To Goal,Top 100 Progress,Top 100 Revision Status,Completed Scripture,Latest Publication Year,Text Chapters Completed,Audio Chapters Completed,Video Chapters Completed,Unknown Mode Chapters Completed,Translation Status,Is Remaining Translation Need,Expressed Need,Expressed Need Sensitivity,Active Translation,Active Language Development,Active Scripture Engagement,Active Intent,Active OBT,Engagement Maximum Sensitivity,Engagement Minimum Sensitivity,Access Through 2nd Language,2nd Language Scripture Level,Is Protected Country,IllumiNations Region,ETENRegion
2025-08,Asia,India,IN,Malayalam [mal],mal,No,Yes,37765500,10M+,2,Institutional,Yes,Top 100,Goal Met in the language,3567,No,3567,Two Bibles,Revision Complete,Bible,2022,1189,1189,0,1187,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Malvi [mup],mup,No,Yes,5440000,500K - 9.99M,5,Developing,No,"500,000 and greater",Translation in Progress,1189,Yes,260,,,New Testament,2015,260,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Manda [mha] ,mha,No,Yes,4040,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,,,77,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mandeali [mjl],mjl,No,Yes,623000,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,690,,,New Testament,2021,690,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mannan [mjv],mjv,No,Yes,7850,5K - 9.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2018,260,260,0,31,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Confidential,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mara [mrh],mrh,No,Yes,122000,100K - 499K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2023,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Marathi [mar],mar,No,Yes,83248020,10M+,2,Institutional,Yes,Top 100,Goal Met in the language,3567,No,3567,Two Bibles,Revision Complete,Bible,2024,1189,1189,0,196,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Maria [mrr],mrr,No,Yes,165000,100K - 499K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2021,557,260,0,260,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Maria, Dandami [daq] ",daq,No,Yes,200000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2010,564,154,0,154,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Marwari [rwr],rwr,No,Yes,7851300,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,328,,,New Testament,2025,328,328,0,68,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mawchi [mke],mke,No,Yes,98500,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1989,260,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Meghalaya Sign Language [IN38],IN38,Yes,No,15000,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Meitei [mni],mni,No,Yes,1775000,500K - 9.99M,2,Institutional,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2025,1189,1189,0,1189,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Merwari [wry],wry,No,Yes,3900000,500K - 9.99M,6a,Vigorous,Yes,"500,000 and greater",Translation in Progress,1189,Yes,0,,,Stories,2016,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mewari [mtr],mtr,No,Yes,4210000,500K - 9.99M,5,Developing,No,"500,000 and greater",Translation in Progress,1189,Yes,264,,,New Testament,2021,264,264,0,260,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mewati [wtm],wtm,No,Yes,1947000,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,214,,,Selections,2022,198,198,0,16,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Miji [sjl],sjl,No,Yes,6500,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Miju-Mishmi [mxj],mxj,No,Yes,3200,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,Stories,2017,0,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mirgan [zrg] ,zrg,No,Yes,60000,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2010,0,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mising [mrg],mrg,No,Yes,630000,500K - 9.99M,5,Developing,No,"500,000 and greater",Translation in Progress,1189,Yes,310,,,New Testament,2001,310,59,0,232,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mizo [lus],lus,No,Yes,843750,500K - 9.99M,4,Institutional,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,1995,1189,1189,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Monpa, Kalaktang [kkf] ",kkf,No,Yes,8000,5K - 9.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Monpa, Tawang [twm]",twm,No,Yes,9900,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,Stories,2011,0,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Muduga [udg],udg,No,Yes,3370,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2018,260,260,0,491,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mukha-Dora [mmk],mmk,No,Yes,29700,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Munda [unx],unx,No,Yes,486000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2024,260,260,0,566,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Mundari [unr],unr,No,Yes,1164610,500K - 9.99M,5,Developing,No,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2002,1189,322,0,318,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Muria, Eastern [emu] ",emu,No,Yes,200000,100K - 499K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,,260,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Muria, Far Western [fmu]",fmu,No,Yes,400000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2022,324,260,0,64,Work In Progress,No,,,Yes,Yes,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Muria, Western [mut] ",mut,No,Yes,400000,100K - 499K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,,260,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Muthuvan [muv],muv,No,Yes,16800,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2018,314,260,0,341,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Na [nbt] ,nbt,No,Yes,1500,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,Yes,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Angami [njm]",njm,No,Yes,153000,100K - 499K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2009,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Ao [njo]",njo,No,Yes,260000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2021,1189,1189,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Chang [nbc]",nbc,No,Yes,66900,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2002,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Chokri [nri]",nri,No,Yes,111000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Chothe [nct]",nct,No,Yes,3590,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Inpui [nkf] ",nkf,No,Yes,54200,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2011,260,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Kharam [kfw]",kfw,No,Yes,1400,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2021,441,260,0,491,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Confidential,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Khezha [nkh] ",nkh,No,Yes,41600,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Khiamniungan [kix]",kix,No,Yes,72000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2019,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Khoibu [nkb] ",nkb,No,Yes,25600,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1988,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Konyak [nbe]",nbe,No,Yes,246000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2011,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Liangmai [njn]",njn,No,Yes,71000,10K - 99.9K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2014,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Lotha [njh]",njh,No,Yes,179000,100K - 499K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2000,1189,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Mao [nbi]",nbi,No,Yes,97200,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2001,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Maram [nma]",nma,No,Yes,32500,10K - 99.9K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Maring [nng]",nng,No,Yes,25800,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2014,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Monsang [nmh]",nmh,No,Yes,3200,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Bible,2023,1189,0,0,0,Work In Progress,No,,,No,Yes,No,No,No,Confidential,Confidential,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Moyon [nmo]",nmo,No,Yes,3700,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Bible,2023,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Mzieme [nme] ",nme,No,Yes,29000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1992,1189,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Nocte [njb]",njb,No,Yes,30800,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Northern Rengma [nnl]",nnl,No,Yes,13000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2016,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Phom [nph]",nph,No,Yes,54400,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2005,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Pochuri [npo]",npo,No,Yes,21700,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2015,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Poumai [pmx]",pmx,No,Yes,143000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2009,1189,0,0,24,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Confidential,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Puimei [npu] ",npu,No,Yes,3000,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Rongmei [nbu]",nbu,No,Yes,87900,10K - 99.9K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2013,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Sangtam [nsa]",nsa,No,Yes,76000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1995,1189,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Southern Rengma [nre]",nre,No,Yes,21000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2000,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Sumi [nsm]",nsm,No,Yes,10800,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2013,1189,1189,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Tangkhul [nmf]",nmf,No,Yes,187000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2014,1189,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Tarao [tro]",tro,No,Yes,870,1 - 999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2017,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Thangal [nki]",nki,No,Yes,23600,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2023,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Tutsa [tvt]",tvt,No,Yes,25000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2018,491,260,0,598,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Confidential,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Wancho [nnp]",nnp,No,Yes,59200,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2012,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Yimchungru [yim]",yim,No,Yes,83300,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2008,1189,102,0,40,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Naga, Zeme [nzm]",nzm,No,Yes,72100,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2013,1189,0,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nagaland Sign Language [IN44],IN44,Yes,No,2500,1000 - 4999,5,Developing,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nagamese [nag],nag,No,Yes,30000,10K - 99.9K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2025,260,260,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nahali [nlx],nlx,No,Yes,15000,10K - 99.9K,6b,In_Trouble,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,503,384,0,503,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nahari [nhh] ,nhh,No,Yes,20400,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,,260,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Nicobarese, Car [caq]",caq,No,Yes,37000,10K - 99.9K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2014,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Nicobarese, Central [ncb]",ncb,No,Yes,10100,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Translation in Progress,260,Yes,28,,,Selections,1890,28,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Nicobarese, Southern [nik] ",nik,No,Yes,7500,5K - 9.9K,6b,In_Trouble,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nihali [nll],nll,No,Yes,2000,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,Selections,2021,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nimadi [noe],noe,No,Yes,2310000,500K - 9.99M,6a,Vigorous,No,"500,000 and greater",Translation in Progress,1189,Yes,68,,,Stories,2018,68,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Noiri [noi],noi,No,Yes,100000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,479,260,0,479,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Nyishi [njz],njz,No,Yes,299000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2016,1189,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Oadki [odk],odk,No,Yes,2079200,500K - 9.99M,5,Developing,No,"500,000 and greater",Translation in Progress,1189,Yes,660,,,New Testament,2024,660,468,0,208,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Odia [ory],ory,No,Yes,34465890,10M+,2,Institutional,Yes,Top 100,Goal Met in the language,2378,No,2378,Two Bibles,,Bible,2021,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Oriya, Adivasi [ort]",ort,No,Yes,200000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2011,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Pahari, Kullu [kfx]",kfx,No,Yes,195000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2022,690,260,0,260,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,"Pahari, Mahasu [bfz]",bfz,No,Yes,1000000,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,690,,,New Testament,2022,690,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Paliyan [pcf] ,pcf,No,Yes,9520,5K - 9.9K,6b,In_Trouble,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,,0,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
2025-08,Asia,India,IN,Panchpargania [tdb],tdb,No,Yes,257000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,473,512,0,252,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Restricted,,,No,IllumiNations Asia,Asia/Middle East
